YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2020,2020,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.7,6.7,,4.8,8.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-109.42442064499971 47.06652897200047),30,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2019,2019,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,3.9,4.8,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,RACE,WHT
2018,2018,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18,18,,15,21.5,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2014,2014,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,3.1,4.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2011,2011,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.4,6.4,,3.5,9.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,RACE,MRC
2017,2017,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.4,12.4,,10.1,15.3,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,WHT
2016,2016,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,,3.2,4.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2020,2020,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,4.2,,3.9,4.4,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,MTH,MTH1_0,MEAN,OVERALL,OVR
2013,2013,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,MRC
2018,2018,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.6,4.3,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,OVERALL,OVR
2012,2012,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,RACE,WHT
2021,2021,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,4,4.6,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,OVERALL,OVR
2021,2021,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.9,17.9,,15.2,21,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,WHT
2014,2014,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.2,10.2,,6.4,15.8,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,HIS
2018,2018,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,,2.3,5.1,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2011,2011,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.4,,4.1,4.7,Gender,Female,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2015,2015,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,3.9,4.6,Gender,Female,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,GENDER,GENF
2012,2012,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.9,,3.7,4.1,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,OVERALL,OVR
2016,2016,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.3,2.3,,1.5,3.2,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2014,2014,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,MTH,MTH1_0,MEAN,RACE,WHT
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5,5,,3.6,6.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.9,,3.4,6.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2012,2012,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,OTH
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.6,,2.4,6.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2017,2017,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.6,16.6,,13.7,20.1,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,3.1,,2.9,3.3,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,WHT
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.8,6.8,,4.7,8.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,RACE,MRC
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.9,,3.2,4.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,2.9,3.5,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,WHT
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.8,,3.2,6.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.9,7.9,,4.7,11.2,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2016,2016,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.5,8.5,,5,12,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,,2.6,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2014,2014,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,OTH
2021,2021,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.1,26.1,,14.6,42.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,BLK
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4,4,,3.5,4.5,Gender,Female,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2014,2014,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.3,2.3,,1.9,2.6,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,GENDER,GENM
2015,2015,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,MRC
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4,4,,3.7,4.3,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2020,2020,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.6,18.6,,16.1,21.3,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,WHT
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2.6,3.1,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,OVERALL,OVR
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,,3.4,4.1,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,OVERALL,OVR
2019,2019,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.7,14.7,,12.2,17.7,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.2,6.2,,3.7,8.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2014,2014,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,3.9,4.6,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,RACE,WHT
2018,2018,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,OTH
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3,3,,2.7,3.4,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.7,5.7,,2.7,8.6,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2016,2016,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,BLK
2012,2012,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,MRC
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.5,,3.9,5.1,Gender,Female,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,GENDER,GENF
2013,2013,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2017,2017,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,BLK
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.7,7.7,,5.1,10.3,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.8,5.8,,3.1,8.6,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2019,2019,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,OTH
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.7,6.7,,3,10.5,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2017,2017,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.8,11.8,,9.9,14,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,WHT
2014,2014,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.7,2.7,,2.5,3,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,WHT
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.9,,3.6,4.2,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,OVERALL,OVR
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,2.8,3.5,Gender,Male,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,GENDER,GENM
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.7,,1.2,4.2,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2020,2020,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.4,,2.3,4.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.8,5.8,,3.4,8.3,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,,3.1,3.8,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.3,2.3,,2,2.7,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,GENDER,GENM
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,,3,3.7,Gender,Female,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2013,2013,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,BLK
2018,2018,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.3,5.3,,2.4,8.2,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,HIS
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,9.3,9.3,,5.7,13,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2013,2013,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,2.5,4.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2017,2017,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7,7,,4.3,9.7,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2019,2019,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,MRC
2015,2015,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH2_0,CRDPREV,RACE,HIS
2015,2015,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,BLK
2014,2014,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.4,2.4,,2,2.7,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
