Year,State,Question,DataValueType,DataValue,Gender
2016,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2016,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2017,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2017,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2018,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2018,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2019,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Female
2019,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2020,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,Female
2020,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Male
2021,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,Female
2021,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Male
2011,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2011,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2012,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2012,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2013,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2013,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2014,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2014,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2015,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2015,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2016,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2016,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2017,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2017,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2018,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2018,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2019,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2019,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2020,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,Female
2020,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2021,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,Female
2021,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2011,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Female
2011,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2012,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Female
2012,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2013,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Female
2013,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2014,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2014,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2015,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2015,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2016,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2016,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2017,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2017,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2018,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2018,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2020,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2020,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2021,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2021,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2011,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2011,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2012,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2012,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2013,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2013,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2014,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2014,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2015,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2015,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2016,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2016,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2017,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2017,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2018,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2018,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2019,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2019,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2020,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2020,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2021,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Female
2021,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2011,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2011,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2012,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2012,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2013,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2013,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2014,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2014,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2015,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2015,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2016,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2016,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2017,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2017,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2018,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2018,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2019,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2019,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2020,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2020,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2021,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2021,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2011,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2011,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2012,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2012,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2013,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2013,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2014,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2014,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2015,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2015,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2016,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2016,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2017,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2017,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2018,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2018,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2019,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2019,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2020,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2020,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2021,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2021,North Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2011,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Female
2011,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,Male
2012,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Female
2012,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Male
2013,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Female
2013,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Male
2014,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Female
2014,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Male
2015,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2015,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Male
2016,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Female
2016,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2017,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2017,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2018,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2018,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2019,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2019,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2020,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2020,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2021,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2021,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2011,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2011,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2012,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2012,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2013,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2013,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2014,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2014,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2015,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2015,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2016,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2016,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2017,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2017,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2018,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2018,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2019,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,Female
2019,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Male
2020,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2020,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2021,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,Female
2021,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Male
2011,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2011,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Male
2012,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2012,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2013,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2013,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2014,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2014,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2015,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2015,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2016,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2016,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2017,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,Female
2017,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2018,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,Female
2018,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Male
2019,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,Female
2019,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2020,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2020,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Male
2021,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,Female
2021,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Male
2011,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2011,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2012,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2012,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2013,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2013,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2014,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2014,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2015,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Female
2015,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2016,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2016,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2017,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2017,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Male
2018,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Female
2018,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2019,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2019,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2020,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2020,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2021,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,Female
2021,Oregon,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Male
2011,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2011,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2012,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2012,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2013,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2013,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2014,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2014,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2015,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2015,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2016,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2016,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2017,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2017,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2018,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2018,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2019,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Female
2019,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2020,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Female
2020,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2021,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2021,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2011,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2011,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2012,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2012,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2013,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2013,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2014,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2014,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2015,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2015,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2016,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2016,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2017,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2017,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Male
2018,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2018,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2019,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Female
2019,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2020,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Female
2020,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Male
2021,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2021,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2011,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2011,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2012,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2012,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2013,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2013,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2014,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2014,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2015,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2015,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2016,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2016,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2017,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2017,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Male
2018,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2018,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2019,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2019,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2020,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2020,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2021,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2021,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2011,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2011,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2012,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2012,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2013,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2013,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2014,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2014,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2015,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2015,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2016,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Female
2016,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2017,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Female
2017,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2018,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2018,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2019,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2019,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2020,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2020,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2021,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,Female
2021,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Male
2011,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Female
2011,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,Male
2012,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Female
2012,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2013,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Female
2013,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.8,Male
2014,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Female
2014,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,Male
2015,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Female
2015,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.0,Male
2016,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Female
2016,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,Male
2017,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Female
2017,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,Male
2018,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Female
2018,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2019,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2019,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2020,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2020,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Male
