Year,State,Question,DataValueType,DataValue,Race/Ethnicity
2016,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Other, non-Hispanic"
2016,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"White, non-Hispanic"
2017,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Hispanic
2017,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Other, non-Hispanic"
2017,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2018,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2018,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Multiracial, non-Hispanic"
2018,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Other, non-Hispanic"
2018,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2019,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Hispanic
2019,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.2,"Multiracial, non-Hispanic"
2019,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Other, non-Hispanic"
2019,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2020,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Hispanic
2020,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,"Multiracial, non-Hispanic"
2020,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Other, non-Hispanic"
2020,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2021,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Hispanic
2021,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.1,"Multiracial, non-Hispanic"
2021,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,"Other, non-Hispanic"
2021,Montana,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2011,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2011,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Hispanic
2011,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Multiracial, non-Hispanic"
2011,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Other, non-Hispanic"
2011,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"White, non-Hispanic"
2013,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Black, non-Hispanic"
2013,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,Hispanic
2013,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Multiracial, non-Hispanic"
2013,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2013,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"White, non-Hispanic"
2014,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2014,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Hispanic
2014,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Multiracial, non-Hispanic"
2014,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Other, non-Hispanic"
2014,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"White, non-Hispanic"
2015,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Black, non-Hispanic"
2015,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Hispanic
2015,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Multiracial, non-Hispanic"
2015,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"Other, non-Hispanic"
2015,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"White, non-Hispanic"
2016,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2016,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2016,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Multiracial, non-Hispanic"
2016,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2016,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"White, non-Hispanic"
2017,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Black, non-Hispanic"
2017,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Hispanic
2017,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,"Multiracial, non-Hispanic"
2017,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2017,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2018,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2018,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Hispanic
2018,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,"Multiracial, non-Hispanic"
2018,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2018,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2019,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2019,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2019,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.6,"Multiracial, non-Hispanic"
2019,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2019,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2020,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2020,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2020,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.1,"Multiracial, non-Hispanic"
2020,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Other, non-Hispanic"
2020,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2021,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Black, non-Hispanic"
2021,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2021,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.9,"Multiracial, non-Hispanic"
2021,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2021,Nebraska,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2011,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Black, non-Hispanic"
2011,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2011,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Multiracial, non-Hispanic"
2011,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2011,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2013,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2013,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Hispanic
2013,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2013,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Other, non-Hispanic"
2013,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2014,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Black, non-Hispanic"
2014,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Hispanic
2014,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2014,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2015,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Hispanic
2015,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2015,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2016,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2016,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2016,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.0,"Multiracial, non-Hispanic"
2016,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Other, non-Hispanic"
2016,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"White, non-Hispanic"
2017,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Black, non-Hispanic"
2017,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Hispanic
2017,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2017,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Other, non-Hispanic"
2017,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2018,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2018,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2018,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2018,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2018,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2019,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2019,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2019,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Multiracial, non-Hispanic"
2019,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,"Other, non-Hispanic"
2019,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"White, non-Hispanic"
2020,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2020,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Hispanic
2020,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Multiracial, non-Hispanic"
2020,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Other, non-Hispanic"
2020,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"White, non-Hispanic"
2021,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Black, non-Hispanic"
2021,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Hispanic
2021,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.8,"Multiracial, non-Hispanic"
2021,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Other, non-Hispanic"
2021,Nevada,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"White, non-Hispanic"
2011,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.1,Hispanic
2011,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Other, non-Hispanic"
2011,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2013,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.1,Hispanic
2013,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Multiracial, non-Hispanic"
2013,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,"Other, non-Hispanic"
2013,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2014,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,"Other, non-Hispanic"
2014,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2015,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Multiracial, non-Hispanic"
2015,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2015,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2016,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Hispanic
2016,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2016,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Other, non-Hispanic"
2016,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2017,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Multiracial, non-Hispanic"
2017,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Other, non-Hispanic"
2017,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2018,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Hispanic
2018,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.4,"Multiracial, non-Hispanic"
2018,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Other, non-Hispanic"
2018,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2019,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.1,Hispanic
2019,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2019,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2020,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,Hispanic
2020,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.4,"Multiracial, non-Hispanic"
2020,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Other, non-Hispanic"
2020,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2021,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.5,Hispanic
2021,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.6,"Multiracial, non-Hispanic"
2021,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Other, non-Hispanic"
2021,New Hampshire,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2011,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Black, non-Hispanic"
2011,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Hispanic
2011,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,"Other, non-Hispanic"
2011,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2013,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2013,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2013,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Multiracial, non-Hispanic"
2013,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.8,"Other, non-Hispanic"
2013,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2014,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Black, non-Hispanic"
2014,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2014,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,"Multiracial, non-Hispanic"
2014,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.7,"Other, non-Hispanic"
2014,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2015,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"Black, non-Hispanic"
2015,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2015,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,"Multiracial, non-Hispanic"
2015,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.8,"Other, non-Hispanic"
2015,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2016,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2016,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,Hispanic
2016,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,"Other, non-Hispanic"
2016,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2017,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2017,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Hispanic
2017,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2017,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,"Other, non-Hispanic"
2017,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2018,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"Black, non-Hispanic"
2018,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2018,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2018,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2020,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2020,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2020,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Multiracial, non-Hispanic"
2020,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2020,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2021,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2021,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2021,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Multiracial, non-Hispanic"
2021,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2021,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2011,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2011,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Hispanic
2011,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Other, non-Hispanic"
2011,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2013,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2013,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2013,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Multiracial, non-Hispanic"
2013,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2013,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2014,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2014,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2014,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Other, non-Hispanic"
2014,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2015,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2015,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Hispanic
2015,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2015,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2016,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Hispanic
2016,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Multiracial, non-Hispanic"
2016,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Other, non-Hispanic"
2016,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2017,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Hispanic
2017,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Multiracial, non-Hispanic"
2017,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Other, non-Hispanic"
2017,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2018,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2018,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Hispanic
2018,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2018,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Other, non-Hispanic"
2018,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2019,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"Black, non-Hispanic"
2019,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Hispanic
2019,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Multiracial, non-Hispanic"
2019,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Other, non-Hispanic"
2019,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2020,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Black, non-Hispanic"
2020,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2020,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Multiracial, non-Hispanic"
2020,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Other, non-Hispanic"
2020,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2021,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Black, non-Hispanic"
2021,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Hispanic
2021,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Multiracial, non-Hispanic"
2021,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2021,New Mexico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"White, non-Hispanic"
2011,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2011,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Hispanic
2011,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2011,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2011,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2013,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2013,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Hispanic
2013,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Multiracial, non-Hispanic"
2013,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2013,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2014,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2014,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2014,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Multiracial, non-Hispanic"
2014,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"Other, non-Hispanic"
2014,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2015,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2015,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Hispanic
2015,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2015,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2015,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2016,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2016,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2016,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Multiracial, non-Hispanic"
2016,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2016,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2017,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2017,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2017,New York,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
